,words,type,sentiment,lemm,source
9614,потусить,Verb,positive,потусить,opinion
9615,потянуть,Verb,negative,потянуть,opinion
9616,потянуть,Verb,neutral,потянуть,fact
9617,потянуть,Verb,neutral,потянуть,feeling
9618,потянуть,Verb,positive,потянуть,opinion
9619,поубивать,Verb,negative,поубивать,fact
9620,поугарать,Verb,positive,поугарать,feeling
9621,поугорать,Verb,positive,поугорать,feeling
9622,поумнеть,Verb,positive,поумнеть,opinion
9623,поучительность,Noun,positive,поучительность,opinion
9624,поучительный,Adj,positive,поучительный,opinion
9625,пофиг,Adv,negative,пофиг,opinion
9626,похабность,Noun,negative,похабность,opinion
9627,похабный,Adj,negative,похабный,opinion
9628,похабщина,Noun,negative,похабщина,opinion
9629,похвала,Noun,positive,похвала,opinion
9630,похваливание,Noun,positive,похваливание,opinion
9631,похваливать,Verb,positive,похваливать,opinion
9632,похвалить,Verb,positive,похвалить,opinion
9633,похвальность,Noun,positive,похвальность,opinion
9634,похвальный,Adj,positive,похвальный,opinion
9635,похварывать,Verb,negative,похварывать,feeling
9636,похититель,Noun,negative,похититель,fact
9637,похитить,Verb,negative,похитить,fact
9638,похищать,Verb,negative,похищать,fact
9639,похищение,Noun,negative,похищение,fact
9640,похмелье,Noun,negative,похмелье,fact
9641,похмельный синдром,NG,negative,похмельный синдром,fact
9642,похмельный,Adj,negative,похмельный,fact
9643,похолодание,Noun,positive/negative,похолодание,fact
9644,похоронить,Verb,negative,похоронить,fact
9645,похоронный,Adj,negative,похоронный,fact
9646,похоронный,Adj,negative,похоронный,opinion
9647,похороны,Noun,negative,похороны,fact
9648,похорошеть,Verb,positive,похорошеть,opinion
9649,похотливость,Noun,negative,похотливость,opinion
9650,похотливый,Adj,negative,похотливый,opinion
9651,похрен,Adv,negative,похрен,opinion
9652,похулиганить,Verb,negative,похулиганить,opinion
9653,поцелуйчик,Noun,positive,поцелуйчик/поцелуйчика,fact
9654,почетнейший,Adj,positive,почетнейший,opinion
9655,почетность,Noun,positive,почетность,opinion
9656,почетный,Adj,positive,почетный,opinion
9657,почет,Noun,positive,почет,opinion
9658,почитание,Noun,positive,почитание,opinion
9659,почитаться,Verb,positive,почитаться,opinion
9660,почитать,Verb,neutral,почитать,fact
9661,почитать,Verb,neutral,почитать,fact
9662,почитать,Verb,positive,почитать,opinion
9663,почтение,Noun,positive,почтение,feeling
9664,почтеннейший,Adj,positive,почтеннейший,opinion
9665,почтенность,Noun,positive,почтенность,opinion
9666,почтенный,Adj,positive,почтенный,opinion
9667,почтительность,Noun,positive,почтительность,feeling
9668,почтительный,Adj,positive,почтительный,feeling
9669,почудить,Verb,negative,почудить,opinion
9670,пошантажировать,Verb,negative,пошантажировать,fact
9671,пошатнуть,Verb,negative,пошатнуть,opinion
9672,пошловатый,Adj,negative,пошловатый,opinion
9673,пошлость,Noun,negative,пошлость,opinion
9674,пошлый,Adj,negative,пошлый,opinion
9675,пошлятина,Noun,negative,пошлятина,opinion
